time,queue_bytes,queue_packets,queue_capacity_bytes,queue_delay_ms,arrival_rate_mbps,departure_rate_mbps,throughput_mbps,rtt_ms,packet_loss,packet_drop_rate,dropped_packets,drop_reason
3.5,0.0,0,100000,0.0,6.005,6.005,6.005,21.38,0,0.0,0,None
3.6,0.0,0,100000,0.0,7.638,7.638,7.638,20.2,0,0.0,0,None
3.7,0.0,0,100000,0.0,4.959,4.959,4.959,20.0,0,0.0,0,None
3.8,0.0,0,100000,0.0,5.645,5.645,5.645,20.0,0,0.0,0,None
3.9,0.0,0,100000,0.0,7.411,7.411,7.411,20.0,0,0.0,0,None
4.0,0.0,0,100000,0.0,8.003,8.003,8.003,20.0,0,0.0,0,None
4.1,0.0,0,100000,0.0,7.272,7.272,7.272,20.0,0,0.0,0,None
4.2,0.0,0,100000,0.0,6.885,6.885,6.885,20.0,0,0.0,0,None
4.3,0.0,0,100000,0.0,6.629,6.629,6.629,20.08,0,0.0,0,None
4.4,0.0,0,100000,0.0,5.19,5.19,5.19,20.0,0,0.0,0,None
4.5,0.0,0,100000,0.0,6.083,6.083,6.083,20.56,0,0.0,0,None
4.6,0.0,0,100000,0.0,6.385,6.385,6.385,20.0,0,0.0,0,None
4.7,0.0,0,100000,0.0,8.207,8.207,8.207,20.0,0,0.0,0,None
4.8,0.0,0,100000,0.0,7.361,7.361,7.361,20.0,0,0.0,0,None
4.9,0.0,0,100000,0.0,4.852,4.852,4.852,20.08,0,0.0,0,None
5.01,0.0,0,100000,0.0,7.385,7.385,7.385,20.41,0,0.0,0,None
5.11,0.0,0,100000,0.0,6.572,6.572,6.572,20.0,0,0.0,0,None
5.21,0.0,0,100000,0.0,6.269,6.269,6.269,20.0,0,0.0,0,None
5.31,0.0,0,100000,0.0,7.871,7.871,7.871,20.0,0,0.0,0,None
5.41,0.0,0,100000,0.0,8.44,8.44,8.44,20.0,0,0.0,0,None
5.51,0.0,0,100000,0.0,8.394,8.394,8.394,20.0,0,0.0,0,None
5.61,0.0,0,100000,0.0,6.353,6.353,6.353,20.0,0,0.0,0,None
5.71,0.0,0,100000,0.0,7.08,7.08,7.08,20.44,0,0.0,0,None
5.81,0.0,0,100000,0.0,7.948,7.948,7.948,20.13,0,0.0,0,None
5.91,0.0,0,100000,0.0,8.828,8.828,8.828,20.1,0,0.0,0,None
6.01,0.0,0,100000,0.0,7.197,7.197,7.197,20.43,0,0.0,0,None
6.11,0.0,0,100000,0.0,7.67,7.67,7.67,20.0,0,0.0,0,None
6.21,0.0,0,100000,0.0,6.693,6.693,6.693,20.2,0,0.0,0,None
6.31,0.0,0,100000,0.0,6.719,6.719,6.719,20.0,0,0.0,0,None
6.41,0.0,0,100000,0.0,9.269,9.269,9.269,20.13,0,0.0,0,None
6.51,3615.98,2,100000,2.96,10.065,9.776,9.776,22.67,0,0.0,0,None
6.61,0.0,0,100000,0.0,8.5,8.789,8.789,20.0,0,0.0,0,None
6.71,0.0,0,100000,0.0,9.942,9.942,9.942,20.0,0,0.0,0,None
6.81,0.0,0,100000,0.0,9.327,9.327,9.327,20.71,0,0.0,0,None
6.91,0.0,0,100000,0.0,8.276,8.276,8.276,20.46,0,0.0,0,None
7.01,0.0,0,100000,0.0,9.643,9.643,9.643,20.48,0,0.0,0,None
7.11,14000.98,9,100000,11.09,11.215,10.095,10.095,31.71,0,0.0,0,None
7.21,7399.7,4,100000,5.91,9.487,10.015,10.015,25.96,0,0.0,0,None
7.31,30205.01,20,100000,24.8,11.568,9.743,9.743,44.9,0,0.0,0,None
7.41,0.0,0,100000,0.0,6.705,9.122,9.122,20.0,0,0.0,0,None
7.51,13639.59,9,100000,11.02,10.992,9.901,9.901,30.86,0,0.0,0,None
7.61,20843.77,13,100000,17.21,10.265,9.689,9.689,37.52,0,0.0,0,None
7.71,21324.99,14,100000,17.21,9.953,9.914,9.914,37.81,0,0.0,0,None
7.81,24684.26,16,100000,19.17,10.569,10.3,10.3,39.1,0,0.0,0,None
7.91,259.42,0,100000,0.2,8.216,10.17,10.17,20.0,0,0.0,0,None
8.01,7061.75,4,100000,5.69,10.474,9.93,9.93,25.69,0,0.0,0,None
8.11,24152.31,16,100000,19.46,11.297,9.93,9.93,39.76,0,0.0,0,None
8.21,59535.52,39,100000,47.94,12.766,9.936,9.936,67.21,0,0.0,0,None
8.31,60437.19,40,100000,46.42,10.487,10.415,10.415,65.27,0,0.0,0,None
8.41,62578.43,41,100000,49.68,10.248,10.076,10.076,69.41,0,0.0,0,None
8.51,70447.75,46,100000,55.88,10.716,10.086,10.086,75.27,0,0.0,0,None
8.61,99205.33,66,100000,77.76,12.507,10.206,10.206,97.51,0,0.0,0,None
8.71,100000.0,66,100000,79.62,11.883,10.048,8.526,99.55,1,0.1515,15,Queue Overflow (Tail Drop)
8.81,100000.0,66,100000,80.42,10.924,9.948,8.965,100.19,1,0.0989,9,Queue Overflow (Tail Drop)
8.91,100000.0,66,100000,80.32,12.235,9.961,8.104,101.04,1,0.1864,19,Queue Overflow (Tail Drop)
9.01,100000.0,66,100000,80.11,11.784,9.986,8.46,100.28,1,0.1528,15,Queue Overflow (Tail Drop)
9.11,100000.0,66,100000,80.06,12.866,9.993,7.756,100.21,1,0.2238,24,Queue Overflow (Tail Drop)
9.21,100000.0,66,100000,78.85,10.886,10.146,9.363,99.16,1,0.0772,7,Queue Overflow (Tail Drop)
9.31,100000.0,66,100000,79.92,11.347,10.01,8.74,99.35,1,0.1269,12,Queue Overflow (Tail Drop)
9.41,100000.0,66,100000,78.84,11.269,10.147,9.066,99.36,1,0.1065,10,Queue Overflow (Tail Drop)
9.51,99829.44,66,100000,79.99,9.97,9.984,9.984,99.95,0,0.0,0,None
9.61,100000.0,66,100000,79.87,12.055,10.016,8.321,100.21,1,0.1692,17,Queue Overflow (Tail Drop)
9.71,100000.0,66,100000,83.33,11.973,9.6,7.676,102.79,1,0.2004,20,Queue Overflow (Tail Drop)
9.81,100000.0,66,100000,78.56,11.613,10.183,8.921,97.78,1,0.124,12,Queue Overflow (Tail Drop)
9.91,100000.0,66,100000,79.45,11.259,10.069,8.996,99.86,1,0.1066,10,Queue Overflow (Tail Drop)
10.01,94525.45,63,100000,74.14,9.762,10.2,10.2,94.33,0,0.0,0,None
10.11,100000.0,66,100000,84.92,10.862,9.421,8.484,104.47,1,0.0994,9,Queue Overflow (Tail Drop)
10.21,100000.0,66,100000,76.79,10.848,10.418,9.957,96.36,1,0.0442,4,Queue Overflow (Tail Drop)
10.31,100000.0,66,100000,80.22,10.177,9.972,9.737,100.79,1,0.0236,2,Queue Overflow (Tail Drop)
10.41,100000.0,66,100000,78.27,10.813,10.222,9.654,97.67,1,0.0555,5,Queue Overflow (Tail Drop)
10.51,100000.0,66,100000,81.7,11.345,9.792,8.446,102.52,1,0.1375,13,Queue Overflow (Tail Drop)
10.61,100000.0,66,100000,79.03,12.966,10.123,7.874,98.58,1,0.2221,24,Queue Overflow (Tail Drop)
10.71,100000.0,66,100000,81.72,10.741,9.789,8.914,102.04,1,0.0894,8,Queue Overflow (Tail Drop)
10.81,100000.0,66,100000,81.01,10.658,9.875,9.097,100.85,1,0.0788,7,Queue Overflow (Tail Drop)
10.91,96036.59,64,100000,74.0,10.066,10.383,10.383,94.3,0,0.0,0,None
11.01,67108.03,44,100000,53.89,7.648,9.962,9.962,73.62,0,0.0,0,None
11.11,62849.46,41,100000,50.06,9.703,10.043,10.043,69.98,0,0.0,0,None
11.21,55441.94,36,100000,43.59,9.581,10.174,10.174,63.62,0,0.0,0,None
11.31,82079.06,54,100000,65.02,12.23,10.099,10.099,84.52,0,0.0,0,None
11.41,66698.28,44,100000,53.2,8.8,10.03,10.03,73.57,0,0.0,0,None
11.51,55040.07,36,100000,43.71,9.14,10.073,10.073,63.46,0,0.0,0,None
11.61,29997.68,19,100000,22.9,8.477,10.481,10.481,42.78,0,0.0,0,None
11.71,0.0,0,100000,0.0,6.85,9.25,9.25,20.0,0,0.0,0,None
11.81,0.0,0,100000,0.0,9.351,9.351,9.351,20.0,0,0.0,0,None
11.91,0.0,0,100000,0.0,8.604,8.604,8.604,20.0,0,0.0,0,None
12.01,0.0,0,100000,0.0,8.369,8.369,8.369,21.21,0,0.0,0,None
12.11,0.0,0,100000,0.0,6.041,6.041,6.041,20.39,0,0.0,0,None
12.21,0.0,0,100000,0.0,8.526,8.526,8.526,20.0,0,0.0,0,None
12.31,0.0,0,100000,0.0,4.869,4.869,4.869,20.0,0,0.0,0,None
12.41,0.0,0,100000,0.0,6.962,6.962,6.962,20.01,0,0.0,0,None
12.51,0.0,0,100000,0.0,8.592,8.592,8.592,20.27,0,0.0,0,None
12.61,0.0,0,100000,0.0,4.48,4.48,4.48,20.0,0,0.0,0,None
12.71,0.0,0,100000,0.0,4.696,4.696,4.696,20.56,0,0.0,0,None
12.81,0.0,0,100000,0.0,5.204,5.204,5.204,20.36,0,0.0,0,None
12.91,0.0,0,100000,0.0,4.191,4.191,4.191,20.36,0,0.0,0,None
13.01,0.0,0,100000,0.0,2.649,2.649,2.649,20.22,0,0.0,0,None
13.11,0.0,0,100000,0.0,4.31,4.31,4.31,20.01,0,0.0,0,None
13.21,0.0,0,100000,0.0,2.677,2.677,2.677,20.34,0,0.0,0,None
13.31,0.0,0,100000,0.0,4.249,4.249,4.249,20.3,0,0.0,0,None
13.41,0.0,0,100000,0.0,2.312,2.312,2.312,20.0,0,0.0,0,None
13.51,0.0,0,100000,0.0,5.018,5.018,5.018,20.0,0,0.0,0,None
13.61,0.0,0,100000,0.0,1.968,1.968,1.968,20.05,0,0.0,0,None
13.71,0.0,0,100000,0.0,2.28,2.28,2.28,20.77,0,0.0,0,None
13.81,0.0,0,100000,0.0,3.41,3.41,3.41,20.0,0,0.0,0,None
13.91,0.0,0,100000,0.0,0.734,0.734,0.734,20.0,0,0.0,0,None
14.01,0.0,0,100000,0.0,2.271,2.271,2.271,20.08,0,0.0,0,None
14.11,0.0,0,100000,0.0,3.364,3.364,3.364,20.03,0,0.0,0,None
14.21,0.0,0,100000,0.0,0.5,0.5,0.5,20.09,0,0.0,0,None
14.31,0.0,0,100000,0.0,1.646,1.646,1.646,20.12,0,0.0,0,None
14.41,0.0,0,100000,0.0,1.569,1.569,1.569,20.0,0,0.0,0,None
14.51,0.0,0,100000,0.0,2.04,2.04,2.04,20.74,0,0.0,0,None
14.61,0.0,0,100000,0.0,0.5,0.5,0.5,20.0,0,0.0,0,None
14.71,0.0,0,100000,0.0,0.5,0.5,0.5,20.0,0,0.0,0,None
14.81,0.0,0,100000,0.0,1.339,1.339,1.339,20.0,0,0.0,0,None
14.91,0.0,0,100000,0.0,0.965,0.965,0.965,20.0,0,0.0,0,None
15.02,0.0,0,100000,0.0,5.819,5.819,5.819,20.0,0,0.0,0,None
15.12,0.0,0,100000,0.0,5.858,5.858,5.858,20.83,0,0.0,0,None
15.22,0.0,0,100000,0.0,4.563,4.563,4.563,20.01,0,0.0,0,None
15.32,0.0,0,100000,0.0,5.607,5.607,5.607,20.12,0,0.0,0,None
15.42,0.0,0,100000,0.0,5.644,5.644,5.644,20.0,0,0.0,0,None
15.52,0.0,0,100000,0.0,4.412,4.412,4.412,20.0,0,0.0,0,None
15.62,0.0,0,100000,0.0,7.498,7.498,7.498,20.0,0,0.0,0,None
15.72,0.0,0,100000,0.0,5.83,5.83,5.83,20.0,0,0.0,0,None
15.82,0.0,0,100000,0.0,3.847,3.847,3.847,20.64,0,0.0,0,None
15.92,0.0,0,100000,0.0,6.092,6.092,6.092,20.28,0,0.0,0,None
16.02,0.0,0,100000,0.0,4.174,4.174,4.174,20.0,0,0.0,0,None
16.12,0.0,0,100000,0.0,6.34,6.34,6.34,20.12,0,0.0,0,None
16.22,0.0,0,100000,0.0,6.848,6.848,6.848,20.25,0,0.0,0,None
16.32,0.0,0,100000,0.0,4.546,4.546,4.546,20.57,0,0.0,0,None
16.42,0.0,0,100000,0.0,6.77,6.77,6.77,20.79,0,0.0,0,None
16.52,0.0,0,100000,0.0,6.202,6.202,6.202,20.0,0,0.0,0,None
16.62,0.0,0,100000,0.0,6.795,6.795,6.795,20.0,0,0.0,0,None
16.72,0.0,0,100000,0.0,8.195,8.195,8.195,20.0,0,0.0,0,None
16.82,0.0,0,100000,0.0,5.743,5.743,5.743,20.0,0,0.0,0,None
16.92,0.0,0,100000,0.0,5.259,5.259,5.259,20.23,0,0.0,0,None
17.02,0.0,0,100000,0.0,5.228,5.228,5.228,20.49,0,0.0,0,None
17.12,0.0,0,100000,0.0,5.455,5.455,5.455,20.0,0,0.0,0,None
17.22,0.0,0,100000,0.0,6.485,6.485,6.485,20.0,0,0.0,0,None
17.32,0.0,0,100000,0.0,7.135,7.135,7.135,20.08,0,0.0,0,None
17.42,0.0,0,100000,0.0,7.21,7.21,7.21,20.0,0,0.0,0,None
17.52,0.0,0,100000,0.0,8.026,8.026,8.026,21.04,0,0.0,0,None
17.62,0.0,0,100000,0.0,7.206,7.206,7.206,20.0,0,0.0,0,None
17.72,0.0,0,100000,0.0,9.094,9.094,9.094,20.09,0,0.0,0,None
17.82,0.0,0,100000,0.0,7.192,7.192,7.192,21.01,0,0.0,0,None
17.92,14439.52,9,100000,11.81,10.934,9.779,9.779,31.82,0,0.0,0,None
18.02,0.0,0,100000,0.0,8.581,9.736,9.736,20.0,0,0.0,0,None
18.12,0.0,0,100000,0.0,6.96,6.96,6.96,20.0,0,0.0,0,None
18.22,0.0,0,100000,0.0,6.861,6.861,6.861,20.0,0,0.0,0,None
18.32,0.0,0,100000,0.0,8.879,8.879,8.879,20.69,0,0.0,0,None
18.42,0.0,0,100000,0.0,8.183,8.183,8.183,20.0,0,0.0,0,None
18.52,0.0,0,100000,0.0,9.455,9.455,9.455,20.77,0,0.0,0,None
18.62,0.0,0,100000,0.0,9.309,9.309,9.309,20.0,0,0.0,0,None
18.72,0.0,0,100000,0.0,8.792,8.792,8.792,20.0,0,0.0,0,None
18.82,0.0,0,100000,0.0,7.996,7.996,7.996,20.0,0,0.0,0,None
18.92,0.0,0,100000,0.0,7.32,7.32,7.32,20.29,0,0.0,0,None
19.02,0.0,0,100000,0.0,8.722,8.722,8.722,20.0,0,0.0,0,None
19.12,8308.19,5,100000,6.83,10.398,9.733,9.733,27.06,0,0.0,0,None
19.22,6464.9,4,100000,5.23,9.732,9.88,9.88,26.25,0,0.0,0,None
19.32,0.0,0,100000,0.0,8.078,8.595,8.595,20.0,0,0.0,0,None
19.42,2353.93,1,100000,1.95,9.87,9.681,9.681,22.04,0,0.0,0,None
19.52,3815.36,2,100000,3.03,10.205,10.088,10.088,22.69,0,0.0,0,None
19.62,0.0,0,100000,0.0,8.754,9.059,9.059,20.21,0,0.0,0,None
19.72,0.0,0,100000,0.0,10.062,10.062,10.062,20.01,0,0.0,0,None
19.82,0.0,0,100000,0.0,10.002,10.002,10.002,20.0,0,0.0,0,None
19.92,0.0,0,100000,0.0,8.605,8.605,8.605,20.24,0,0.0,0,None
20.02,5202.58,3,100000,4.15,10.441,10.025,10.025,25.05,0,0.0,0,None
20.12,15163.09,10,100000,12.24,10.711,9.914,9.914,32.14,0,0.0,0,None
20.22,31788.16,21,100000,25.37,11.354,10.024,10.024,45.73,0,0.0,0,None
20.32,47015.9,31,100000,37.21,11.327,10.109,10.109,56.56,0,0.0,0,None
20.42,26986.97,17,100000,21.57,8.407,10.01,10.01,41.09,0,0.0,0,None
20.52,13442.86,8,100000,10.75,8.925,10.008,10.008,30.98,0,0.0,0,None
20.62,23304.16,15,100000,18.91,10.649,9.86,9.86,39.65,0,0.0,0,None
20.72,32697.5,21,100000,26.51,10.619,9.867,9.867,46.69,0,0.0,0,None
20.82,43503.43,29,100000,35.81,10.584,9.719,9.719,55.65,0,0.0,0,None
20.92,95938.38,63,100000,74.16,14.545,10.35,10.35,94.16,0,0.0,0,None
21.02,100000.0,66,100000,82.04,10.554,9.751,9.308,101.42,1,0.0455,4,Queue Overflow (Tail Drop)
21.12,100000.0,66,100000,81.12,11.173,9.861,8.696,101.43,1,0.1181,11,Queue Overflow (Tail Drop)
21.22,100000.0,66,100000,81.17,10.888,9.856,8.879,101.61,1,0.0992,9,Queue Overflow (Tail Drop)
21.32,100000.0,66,100000,78.59,10.453,10.179,9.828,98.37,1,0.0344,3,Queue Overflow (Tail Drop)
21.42,90915.77,60,100000,73.16,9.214,9.941,9.941,92.93,0,0.0,0,None
21.52,93040.31,62,100000,72.62,10.42,10.25,10.25,92.75,0,0.0,0,None
21.62,75882.89,50,100000,61.54,8.493,9.865,9.865,81.32,0,0.0,0,None
21.72,63223.41,42,100000,50.3,9.043,10.056,10.056,70.27,0,0.0,0,None
21.82,48415.4,32,100000,39.39,8.648,9.833,9.833,60.44,0,0.0,0,None
21.92,33421.02,22,100000,25.64,9.229,10.429,10.429,45.51,0,0.0,0,None
22.02,0.0,0,100000,0.0,6.807,9.481,9.481,20.0,0,0.0,0,None
22.12,0.0,0,100000,0.0,1.685,1.685,1.685,20.0,0,0.0,0,None
22.22,0.0,0,100000,0.0,4.645,4.645,4.645,20.37,0,0.0,0,None
22.32,0.0,0,100000,0.0,1.781,1.781,1.781,20.0,0,0.0,0,None
22.42,0.0,0,100000,0.0,3.045,3.045,3.045,20.0,0,0.0,0,None
22.52,0.0,0,100000,0.0,4.815,4.815,4.815,20.66,0,0.0,0,None
22.62,0.0,0,100000,0.0,3.483,3.483,3.483,20.71,0,0.0,0,None
22.72,0.0,0,100000,0.0,2.014,2.014,2.014,20.0,0,0.0,0,None
22.82,0.0,0,100000,0.0,2.352,2.352,2.352,20.0,0,0.0,0,None
22.92,0.0,0,100000,0.0,3.933,3.933,3.933,20.5,0,0.0,0,None
23.02,0.0,0,100000,0.0,2.153,2.153,2.153,20.0,0,0.0,0,None
23.12,0.0,0,100000,0.0,3.206,3.206,3.206,20.4,0,0.0,0,None
23.22,0.0,0,100000,0.0,2.924,2.924,2.924,20.0,0,0.0,0,None
23.32,0.0,0,100000,0.0,2.017,2.017,2.017,20.45,0,0.0,0,None
23.42,0.0,0,100000,0.0,5.307,5.307,5.307,20.0,0,0.0,0,None
23.52,0.0,0,100000,0.0,3.439,3.439,3.439,20.37,0,0.0,0,None
23.62,0.0,0,100000,0.0,0.5,0.5,0.5,20.01,0,0.0,0,None
23.72,0.0,0,100000,0.0,2.814,2.814,2.814,20.0,0,0.0,0,None
23.82,0.0,0,100000,0.0,1.765,1.765,1.765,20.0,0,0.0,0,None
23.92,0.0,0,100000,0.0,3.561,3.561,3.561,20.34,0,0.0,0,None
24.02,0.0,0,100000,0.0,1.576,1.576,1.576,20.05,0,0.0,0,None
24.12,0.0,0,100000,0.0,2.388,2.388,2.388,20.29,0,0.0,0,None
24.22,0.0,0,100000,0.0,3.142,3.142,3.142,20.99,0,0.0,0,None
24.32,0.0,0,100000,0.0,3.595,3.595,3.595,20.0,0,0.0,0,None
24.42,0.0,0,100000,0.0,1.148,1.148,1.148,20.81,0,0.0,0,None
24.52,0.0,0,100000,0.0,2.231,2.231,2.231,20.05,0,0.0,0,None
24.62,0.0,0,100000,0.0,2.117,2.117,2.117,20.0,0,0.0,0,None
24.72,0.0,0,100000,0.0,1.97,1.97,1.97,20.0,0,0.0,0,None
24.82,0.0,0,100000,0.0,4.952,4.952,4.952,20.0,0,0.0,0,None
24.92,0.0,0,100000,0.0,3.41,3.41,3.41,20.46,0,0.0,0,None
25.03,0.0,0,100000,0.0,1.514,1.514,1.514,20.0,0,0.0,0,None
25.13,0.0,0,100000,0.0,4.243,4.243,4.243,20.76,0,0.0,0,None
25.23,0.0,0,100000,0.0,5.814,5.814,5.814,20.0,0,0.0,0,None
25.33,0.0,0,100000,0.0,4.644,4.644,4.644,20.0,0,0.0,0,None
25.43,0.0,0,100000,0.0,1.732,1.732,1.732,20.0,0,0.0,0,None
25.53,0.0,0,100000,0.0,3.134,3.134,3.134,20.18,0,0.0,0,None
25.63,0.0,0,100000,0.0,5.407,5.407,5.407,20.44,0,0.0,0,None
25.73,0.0,0,100000,0.0,3.219,3.219,3.219,20.0,0,0.0,0,None
25.83,0.0,0,100000,0.0,4.793,4.793,4.793,20.0,0,0.0,0,None
25.93,0.0,0,100000,0.0,5.392,5.392,5.392,20.1,0,0.0,0,None
26.03,0.0,0,100000,0.0,3.561,3.561,3.561,20.22,0,0.0,0,None
26.13,0.0,0,100000,0.0,4.822,4.822,4.822,20.2,0,0.0,0,None
26.23,0.0,0,100000,0.0,1.232,1.232,1.232,20.62,0,0.0,0,None
26.33,0.0,0,100000,0.0,4.128,4.128,4.128,20.0,0,0.0,0,None
26.43,0.0,0,100000,0.0,5.297,5.297,5.297,20.34,0,0.0,0,None
26.53,0.0,0,100000,0.0,4.352,4.352,4.352,20.6,0,0.0,0,None
26.63,0.0,0,100000,0.0,8.064,8.064,8.064,20.0,0,0.0,0,None
26.73,0.0,0,100000,0.0,4.649,4.649,4.649,20.16,0,0.0,0,None
26.83,0.0,0,100000,0.0,6.102,6.102,6.102,20.0,0,0.0,0,None
26.93,0.0,0,100000,0.0,7.055,7.055,7.055,20.0,0,0.0,0,None
27.03,0.0,0,100000,0.0,8.899,8.899,8.899,20.17,0,0.0,0,None
27.13,0.0,0,100000,0.0,5.72,5.72,5.72,20.0,0,0.0,0,None
27.23,0.0,0,100000,0.0,9.114,9.114,9.114,20.0,0,0.0,0,None
27.33,0.0,0,100000,0.0,8.006,8.006,8.006,20.02,0,0.0,0,None
27.43,0.0,0,100000,0.0,7.092,7.092,7.092,20.0,0,0.0,0,None
27.53,0.0,0,100000,0.0,9.099,9.099,9.099,20.0,0,0.0,0,None
27.63,0.0,0,100000,0.0,9.056,9.056,9.056,20.34,0,0.0,0,None
27.73,0.0,0,100000,0.0,8.367,8.367,8.367,20.0,0,0.0,0,None
27.83,0.0,0,100000,0.0,9.437,9.437,9.437,20.33,0,0.0,0,None
27.93,0.0,0,100000,0.0,9.154,9.154,9.154,20.23,0,0.0,0,None
28.03,0.0,0,100000,0.0,10.01,10.01,10.01,20.0,0,0.0,0,None
28.13,11884.11,7,100000,9.54,10.92,9.97,9.97,29.2,0,0.0,0,None
28.23,38543.71,25,100000,30.4,12.274,10.142,10.142,51.0,0,0.0,0,None
28.33,25203.39,16,100000,19.78,9.124,10.191,10.191,39.29,0,0.0,0,None
28.43,69663.16,46,100000,56.62,13.4,9.843,9.843,76.39,0,0.0,0,None
28.53,56982.96,37,100000,46.83,8.719,9.734,9.734,67.06,0,0.0,0,None
28.63,75228.41,50,100000,62.48,11.092,9.633,9.633,82.87,0,0.0,0,None
28.73,100000.0,66,100000,79.2,12.183,10.102,10.002,99.07,1,0.0098,1,Queue Overflow (Tail Drop)
28.83,100000.0,66,100000,81.81,12.007,9.779,7.922,101.51,1,0.1899,19,Queue Overflow (Tail Drop)
28.93,100000.0,66,100000,83.6,11.104,9.569,8.225,104.31,1,0.1405,13,Queue Overflow (Tail Drop)
29.03,100000.0,66,100000,79.38,11.772,10.078,8.537,100.25,1,0.1529,15,Queue Overflow (Tail Drop)
29.13,100000.0,66,100000,76.2,11.588,10.499,9.411,96.69,1,0.1036,10,Queue Overflow (Tail Drop)
29.23,100000.0,66,100000,80.01,11.618,9.999,8.553,100.05,1,0.1446,14,Queue Overflow (Tail Drop)
29.33,100000.0,66,100000,78.68,13.477,10.168,7.633,98.28,1,0.2493,28,Queue Overflow (Tail Drop)
29.43,100000.0,66,100000,79.87,13.006,10.016,7.706,99.45,1,0.2307,25,Queue Overflow (Tail Drop)
29.53,100000.0,66,100000,80.16,11.852,9.98,8.363,100.42,1,0.162,16,Queue Overflow (Tail Drop)
29.63,100000.0,66,100000,78.56,13.855,10.184,7.45,98.77,1,0.2685,31,Queue Overflow (Tail Drop)
29.73,100000.0,66,100000,80.47,13.223,9.942,7.416,101.17,1,0.2541,28,Queue Overflow (Tail Drop)
29.83,100000.0,66,100000,79.57,13.894,10.053,7.188,99.9,1,0.285,33,Queue Overflow (Tail Drop)
29.93,100000.0,66,100000,79.49,13.724,10.064,7.336,98.74,1,0.2711,31,Queue Overflow (Tail Drop)
30.03,100000.0,66,100000,81.08,12.009,9.866,8.092,101.61,1,0.1799,18,Queue Overflow (Tail Drop)
30.13,100000.0,66,100000,78.44,12.353,10.198,8.415,97.94,1,0.1749,18,Queue Overflow (Tail Drop)
30.23,100000.0,66,100000,80.28,13.928,9.965,7.046,100.09,1,0.2929,34,Queue Overflow (Tail Drop)
30.33,100000.0,66,100000,81.23,13.756,9.849,7.014,101.35,1,0.2879,33,Queue Overflow (Tail Drop)
